ID	Bike_Name	bike_model_year	Bike_Currency	Bike_Price	bike_power_cc	bike_power_watt	bike_type	bike_distance	condition
1499	 Bajaj Pulsar 220F	2022	Rs. 	375000.0	220		Sports	5,000 km	Used
1500	 Super Soco TS Street Hunter	2022	Rs. 	375000.0		2,500 	Scooter	13,500 km	Used
1501	 Yamaha MT-15	2021	Rs. 	375000.0	155		Sports Naked	20 km	Used
1502	 Hartford VR150H	2020	Rs. 	375000.0	150		Commuter	11,000 km	Used
1503	 Ather 450X	2024	Rs. 	379900.0		6,400 	Scooter	3,400 km	Like new
1504	 Husqvarna Svartpilen 250	2021	Rs. 	380000.0	249		Scrambler	18,000 km	Like new
1505	 Bajaj Dominar 400	2021	Rs. 	380000.0	400		Sports	17,000 km	Used
1506	 Cross X 250R	2019	Rs. 	380000.0	250		Dirt	15,000 km	Like new
1507	 Yamaha MT-15	2023	Rs. 	380000.0	155		Sports Naked	20,000 km	Used
1508	 SYM NH T200	2021	Rs. 	385000.0	183		Touring	2,500 km	Like new
1509	 Bajaj Pulsar N250	2022	Rs. 	385000.0	250		Sports Naked	6,500 km	Used
1510	 Yamaha MT-15	2022	Rs. 	385000.0	155		Sports Naked	10,000 km	Used
1511	 Bajaj Pulsar NS 160	2023	Rs. 	386900.0	160		Sports Naked	0 km	Like new
1512	 Benelli TRK 251	2019	Rs. 	390000.0	249		Touring	33,000 km	Brand new
1513	 Yamaha FZS V3	2024	Rs. 	390000.0	149		Sports Naked	746 km	
1514	 KTM Duke 200	2020	Rs. 	390000.0	200		Sports Naked	21,000 km	Like new
1515	 TVS Apache RTR 200 4V	2023	Rs. 	391900.0	198		Sports	0 km	Used
1516	 Bajaj Pulsar NS 200 ABS	2023	Rs. 	391900.0	200		Sports Naked	200 km	Brand new
1517	 Bajaj Pulsar N160	2023	Rs. 	393900.0	160		Sports Naked	0 km	Brand new
1518	 Bajaj Pulsar N160	2023	Rs. 	393900.0	160		Sports Naked	0 km	Brand new
1519	 Yamaha FZ-X	2022	Rs. 	395000.0	149		Sports Naked	4,500 km	Brand new
1520	 KTM Duke 200	2022	Rs. 	395000.0	200		Sports Naked	22,000 km	Used
1521	 Bajaj Pulsar 220F	2023	Rs. 	399900.0	220		Sports	0 km	Like new
1522	 Bajaj Pulsar 220F	2023	Rs. 	399900.0	220		Sports	0 km	Brand new
1523	 Royal Enfield Classic 350	2019	Rs. 	399999.0	346		Cruiser	16,000 km	Brand new
1524	 Royal Enfield Classic 350	2020	Rs. 	400000.0	346		Cruiser	20,000 km	Used
1525	 Husqvarna Vitpilen 250	2022	Rs. 	400000.0	249		Sports Naked	4,650 km	Used
1526	 Benelli TNT 300	2018	Rs. 	400000.0	300		Sports Naked	16,000 km	Like new
1527	 Yamaha MT-15	2023	Rs. 	400000.0	155		Sports Naked	35,000 km	Used
1528	 Benelli TNT 300	2017	Rs. 	400000.0	300		Sports Naked	42,000 km	Like new
1529	 Bajaj Pulsar NS 200 BS6 - Dual ABS	2024	Rs. 	400000.0	200		Sports Naked	8,000 km	Used
1530	 KTM Duke 200	2022	Rs. 	400000.0	200		Sports Naked	10,100 km	Like new
1531	 Royal Enfield Classic 350	2022	Rs. 	400000.0	346		Cruiser	23,000 km	Like new
1532	 TVS Apache RR 310	2019	Rs. 	400000.0	313		Sports	18,000 km	Used
1533	 KTM Duke 200	2021	Rs. 	400000.0	200		Sports Naked	10,000 km	Like new
1534	 Benelli 180S	2023	Rs. 	400000.0	175		Sports Naked	2,200 km	
1535	 Honda XR 190L	2018	Rs. 	400000.0	185		Dirt	29,000 km	Used
1536	 Royal Enfield Himalayan	2016	Rs. 	400000.0	411		Touring	27,000 km	Used
1537	 KTM Duke 250	2024	Rs. 	400000.0	249		Sports Naked	1,000 km	Like new
1538	 Royal Enfield Classic 350	2019	Rs. 	400000.0	346		Cruiser	15,000 km	Brand new
1539	 Royal Enfield Bullet	2020	Rs. 	400000.0	80		Commuter	30,000 km	Used
1540	 KTM RC 390	2018	Rs. 	400000.0	373		Sports	38,000 km	Used
1541	 Jawa Yezdi Classic	2021	Rs. 	400000.0	293		Cruiser	13,800 km	Used
1542	 Crossfire HJ 250	2021	Rs. 	400000.0	250		Dirt	14,000 km	Used
1543	 KTM Duke 200	2022	Rs. 	401000.0	200		Sports Naked	10,500 km	Used
1544	 Bajaj Pulsar NS 200 ABS	2023	Rs. 	401900.0	200		Sports Naked	0 km	Used
1545	 Yamaha FZS V3	2023	Rs. 	404900.0	149		Sports Naked	0 km	Brand new
1546	 Honda XR 150L	2020	Rs. 	405000.0	150		Dirt	17,000 km	Brand new
1547	 TVS Ronin	2024	Rs. 	405000.0	226		Cruiser	1,000 km	Used
1548	 Yamaha MT-15	2002	Rs. 	410000.0	155		Sports Naked	7,500 km	Used
1549	 Royal Enfield Classic 350	2023	Rs. 	410000.0	346		Cruiser	16,200 km	Like new
1550	 Yamaha MT-15	2022	Rs. 	410000.0	155		Sports Naked	13,000 km	Like new
1551	 KTM Duke 200	2022	Rs. 	410000.0	200		Sports Naked	15,000 km	Used
1552	 Royal Enfield Bullet 350	2019	Rs. 	410000.0	346		Cruiser	25,000 km	Used
1553	 Bajaj Avenger 220 Cruise	2023	Rs. 	412900.0	220		Cruiser	0 km	Used
1554	 Bajaj Avenger 220 Cruise	2023	Rs. 	412900.0	220		Cruiser	0 km	Brand new
1555	 Bajaj Avenger 220 Cruise	2023	Rs. 	412900.0	220		Cruiser	0 km	
1556	 Yamaha MT-15	2022	Rs. 	415000.0	155		Sports Naked	9,800 km	Brand new
1557	 KTM Duke 200	2021	Rs. 	415000.0	200		Sports Naked	19,000 km	Like new
1558	 Yamaha MT-15	2022	Rs. 	415000.0	155		Sports Naked	13,000 km	Used
1559	 Yamaha XTZ 150	2022	Rs. 	420000.0	149		Dirt	9,900 km	Used
1560	 Hero XPulse 200 4V	2024	Rs. 	420000.0	199		Dirt	7,500 km	Like new
1561	 Jawa Yezdi Forty Two	2021	Rs. 	420000.0	293		Cruiser	10,840 km	Like new
1562	 Benelli 302S	2018	Rs. 	420000.0	300		Sports Naked	45 km	Used
1563	 KTM Duke 250	2020	Rs. 	420000.0	249		Sports Naked	22,000 km	Used
1564	 Yamaha R15 V4	2022	Rs. 	420000.0	155		Sports	9,000 km	Like new
1565	 Bajaj Pulsar NS 200 BS6 - Dual ABS	2023	Rs. 	424900.0	200		Sports Naked	0 km	Used
1566	 Bajaj Pulsar NS 200 BS6 - Dual ABS	2023	Rs. 	424900.0	200		Sports Naked	0 km	Brand new
1567	 Hero XPulse 200 4V	2024	Rs. 	425000.0	199		Dirt	3,600 km	Brand new
1568	 Yamaha R15 V4	2022	Rs. 	425000.0	155		Sports	29,000 km	Like new
1569	 Jawa Yezdi Forty Two	2021	Rs. 	425000.0	293		Cruiser	9,999 km	Like new
1570	 Royal Enfield Thunderbird X 350	2019	Rs. 	425000.0	346		Cruiser	7,500 km	Used
1571	 Royal Enfield Thunderbird X 350	2019	Rs. 	425000.0	346		Cruiser	7,000 km	Used
1572	 Yamaha MT-15	2023	Rs. 	425000.0	155		Sports Naked	8,000 km	Used
1573	 Yamaha Aerox 155	2022	Rs. 	425000.0	155		Scooter	9,000 km	Used
1574	 Crossfire RM 250	2020	Rs. 	427000.0	250		Dirt	0 km	Used
1575	 Crossfire RM 250	2020	Rs. 	427000.0	250		Dirt	0 km	Used
1576	 Bajaj Pulsar NS 200 BS6 - Dual ABS	2023	Rs. 	427000.0	200		Sports Naked	500 km	
1577	 TVS iQube	2023	Rs. 	429900.0		4,400 	Scooter	0 km	Brand new
1578	 Royal Enfield Classic 350	2021	Rs. 	430000.0	346		Cruiser	17,500 km	Brand new
1579	 KTM Duke 200	2023	Rs. 	430000.0	200		Sports Naked	12,000 km	Used
1580	 Benelli TRK 251	2019	Rs. 	430000.0	249		Touring	13,000 km	Used
1581	 KTM Duke 250	2020	Rs. 	430000.0	249		Sports Naked	33,000 km	Used
1582	 Royal Enfield Classic 350	2019	Rs. 	430000.0	346		Cruiser	33,000 km	Used
1583	 Royal Enfield Classic 350	2021	Rs. 	430000.0	346		Cruiser	7,200 km	Used
1584	 Royal Enfield Bullet 350	2023	Rs. 	430000.0	346		Cruiser	8,500 km	Used
1585	 Royal Enfield Classic 350	2021	Rs. 	435000.0	346		Cruiser	18,000 km	Used
1586	 Royal Enfield Bullet 350	2019	Rs. 	435000.0	346		Cruiser	21,000 km	Used
1587	 Royal Enfield Classic 350	2019	Rs. 	435000.0	346		Cruiser	21,000 km	Used
1588	 KTM Duke 200	2022	Rs. 	435000.0	200		Sports Naked	9,000 km	Like new
1589	 Zontes ZT 125 U1	2023	Rs. 	439000.0	125		Commuter	0 km	Like new
1590	 Benelli 180S	2023	Rs. 	439900.0	175		Sports Naked	0 km	Brand new
1591	 Royal Enfield Classic 350	2021	Rs. 	440000.0	346		Cruiser	32,000 km	Brand new
1592	 Yamaha R15M	2023	Rs. 	440000.0	155		Sports	16,000 km	Like new
1593	 Husqvarna Vitpilen 250	2021	Rs. 	440000.0	249		Sports Naked	14,000 km	Used
1594	 Yamaha R15M	2023	Rs. 	440000.0	155		Sports	16,000 km	Used
1595	 Yamaha FZ-X	2023	Rs. 	445900.0	149		Sports Naked	0 km	Used
1596	 Royal Enfield Classic 350	2021	Rs. 	448000.0	346		Cruiser	24,000 km	Brand new
1597	 TVS Ronin	2023	Rs. 	449900.0	226		Cruiser	0 km	
1598	 TVS Ronin	2023	Rs. 	449900.0	226		Cruiser	0 km	Brand new
1599	 Bajaj Pulsar N250	2023	Rs. 	449900.0	250		Sports Naked	0 km	Brand new
1600	 Bajaj Pulsar N250	2023	Rs. 	449900.0	250		Sports Naked	0 km	Brand new
1601	 Royal Enfield Classic 350	2023	Rs. 	450000.0	346		Cruiser	8,580 km	Brand new
1602	 Royal Enfield Bullet 350	2022	Rs. 	450000.0	346		Cruiser	10,725 km	Like new
1603	 Hero XPulse 200 4V	2024	Rs. 	450000.0	199		Dirt	5,000 km	Used
1604	 Cross X 250R	2019	Rs. 	450000.0	250		Dirt	17,500 km	Like new
1605	 KTM RC 200	2022	Rs. 	450000.0	200		Sports	7,800 km	Used
1606	 Yamaha MT-15	2023	Rs. 	450000.0	155		Sports Naked	11,000 km	Like new
1607	 Yamaha MT-15	2023	Rs. 	450000.0	155		Sports Naked	11,000 km	Used
1608	 Royal Enfield Classic 350	2022	Rs. 	450000.0	346		Cruiser	10,500 km	Used
1609	 Yamaha XTZ 150	2020	Rs. 	450000.0	149		Dirt	5,700 km	Used
1610	 TVS Ronin	2024	Rs. 	450000.0	226		Cruiser	1,000 km	Used
1611	 Royal Enfield Hunter 350 Rebel	2023	Rs. 	450000.0	349		Cruiser	8,000 km	Brand new
1612	 KTM Duke 390	2018	Rs. 	450000.0	373		Sports Naked	21,000 km	Used
1613	 Benelli TRK 251	2019	Rs. 	450000.0	249		Touring	35,500 km	Used
1614	 Royal Enfield Classic 350	2021	Rs. 	450000.0	346		Cruiser	19,200 km	Used
1615	 Bajaj Dominar 250	2022	Rs. 	450000.0	249		Cruiser	19,000 km	Used
1616	 Yamaha MT-15	2023	Rs. 	450000.0	155		Sports Naked	2,200 km	Used
1617	 Royal Enfield Hunter 350 Dapper	2023	Rs. 	450000.0	349		Cruiser	3,000 km	Used
1618	 Crossfire HJ 250	2021	Rs. 	450000.0	250		Dirt	2,200 km	
1619	 Royal Enfield Meteor 350	2021	Rs. 	450000.0	349		Cruiser	14,900 km	Used
1620	 Yamaha R15 V4	2022	Rs. 	450000.0	155		Sports	2,000 km	Used
1621	 Yamaha MT-15	2023	Rs. 	450000.0	155		Sports Naked	2,200 km	Used
1622	 Royal Enfield Himalayan	2017	Rs. 	450000.0	411		Touring	23,547 km	Used
1623	 Royal Enfield Classic 350	2021	Rs. 	450000.0	346		Cruiser	9,000 km	Used
1624	 BMW G 310 R	2018	Rs. 	450000.0	313		Sports Naked	19,500 km	Used
1625	 Hero XPulse 200 4V	2023	Rs. 	452500.0	199		Dirt	0 km	Used
1626	 Royal Enfield Bullet 350	2021	Rs. 	455000.0	346		Cruiser	16,400 km	Brand new
1627	 Yamaha R15 V4	2022	Rs. 	455000.0	155		Sports	4,500 km	Used
1628	 Yamaha R15 V4	2022	Rs. 	455000.0	155		Sports	10,000 km	Used
1629	 Royal Enfield Bullet 350	2021	Rs. 	455000.0	346		Cruiser	14,895 km	Used
1630	 Royal Enfield Classic 350	2021	Rs. 	455000.0	346		Cruiser	19,000 km	Used
1631	 Royal Enfield Classic 350	2023	Rs. 	460000.0	346		Cruiser	10,500 km	Used
1632	 KTM Duke 200	2023	Rs. 	460000.0	200		Sports Naked	6,100 km	Used
1633	 KTM Duke 250	2022	Rs. 	460000.0	249		Sports Naked	11,000 km	Like new
1634	 Yamaha R15 V4	2023	Rs. 	460000.0	155		Sports	1,500 km	Like new
1635	 Husqvarna Svartpilen 250	2020	Rs. 	460000.0	249		Scrambler	28,000 km	Used
1636	 KTM Duke 200	2023	Rs. 	460000.0	200		Sports Naked	6,300 km	Used
1637	 Yamaha XTZ 150	2021	Rs. 	460000.0	149		Dirt	3,600 km	Like new
1638	 KTM Duke 250	2020	Rs. 	460000.0	249		Sports Naked	13,000 km	Brand new
1639	 KTM Duke 200	2023	Rs. 	460000.0	200		Sports Naked	0 km	
1640	 Royal Enfield Classic 350	2021	Rs. 	464000.0	346		Cruiser	0 km	Used
1641	 KTM Duke 200	2022	Rs. 	465000.0	200		Sports Naked	17,000 km	Used
1642	 Yamaha R15M	2022	Rs. 	465000.0	155		Sports	0 km	Used
1643	 Jawa Yezdi Classic	2021	Rs. 	465000.0	293		Cruiser	13,000 km	Used
1644	 Royal Enfield Bullet 350	2019	Rs. 	470000.0	346		Cruiser	19,000 km	Like new
1645	 Royal Enfield Classic 350	2023	Rs. 	470000.0	346		Cruiser	15,000 km	Used
1646	 Royal Enfield Bullet 350	2023	Rs. 	470000.0	346		Cruiser	5,000 km	Like new
1647	 Yamaha XTZ 150	2021	Rs. 	470000.0	149		Dirt	7,500 km	Used
1648	 Royal Enfield Bullet 350	2023	Rs. 	475000.0	346		Cruiser	10,000 km	Like new
1649	 KTM Duke 200	2022	Rs. 	475000.0	200		Sports Naked	15,000 km	Like new
1650	 Royal Enfield Hunter 350 Dapper	2024	Rs. 	479200.0	349		Cruiser	0 km	Used
1651	 Royal Enfield Bullet 350	2023	Rs. 	480000.0	346		Cruiser	3,000 km	Brand new
1652	 Royal Enfield Classic 350	2024	Rs. 	480000.0	346		Cruiser	5,300 km	Used
1653	 Yamaha R15 V4	2023	Rs. 	480000.0	155		Sports	4,700 km	Brand new
1654	 Royal Enfield Classic 350	2021	Rs. 	480000.0	346		Cruiser	10,000 km	Used
1655	 KTM Duke 250	2022	Rs. 	480000.0	249		Sports Naked	12,000 km	Used
1656	 Royal Enfield Hunter 350 Rebel	2024	Rs. 	483200.0	349		Cruiser	-2 km	Used
1657	 Yamaha R15 V4	2022	Rs. 	485000.0	155		Sports	5,000 km	Brand new
1658	 KTM Duke 250	2021	Rs. 	490000.0	249		Sports Naked	15,000 km	Used
1659	 Royal Enfield Bullet 350	2023	Rs. 	490000.0	346		Cruiser	4,000 km	Used
1660	 Crossfire HJ 250	2021	Rs. 	490000.0	250		Dirt	9,900 km	
1661	 KTM RC 390	2017	Rs. 	490000.0	373		Sports	21,000 km	Like new
1662	 Yamaha R15M	2023	Rs. 	490000.0	155		Sports	8,000 km	Used
1663	 Royal Enfield Classic 350	2024	Rs. 	490000.0	346		Cruiser	8,000 km	Used
1664	 KTM Duke 200	2023	Rs. 	490000.0	200		Sports Naked	5,000 km	Used
1665	 Royal Enfield Classic 350	2021	Rs. 	490000.0	346		Cruiser	18,000 km	Used
1666	 Yamaha MT-15	2024	Rs. 	490000.0	155		Sports Naked	5,100 km	Used
1667	 KTM Duke 250	2021	Rs. 	490000.0	249		Sports Naked	12,768 km	Like new
1668	 Yamaha R15 V4	2022	Rs. 	490000.0	155		Sports	17,500 km	Used
1669	 KTM Duke 250	2021	Rs. 	495000.0	249		Sports Naked	20,000 km	Like new
1670	 Honda CB Hornet 2.0	2023	Rs. 	498900.0	185		Sports Naked	0 km	Used
1671	 Crossfire RM 250	2020	Rs. 	499000.0	250		Dirt	3,000 km	Brand new
1672	 KTM Duke 200	2022	Rs. 	500000.0	200		Sports Naked	7,400 km	Used
1673	 KTM Duke 250	2021	Rs. 	500000.0	249		Sports Naked	16,399 km	Used
1674	 KTM Duke 250	2022	Rs. 	500000.0	249		Sports Naked	7,000 km	Used
1675	 Royal Enfield Classic 350	2024	Rs. 	500000.0	346		Cruiser	5,100 km	Used
1676	 Royal Enfield Bullet 350	2024	Rs. 	500000.0	346		Cruiser	3,100 km	Brand new
1677	 Royal Enfield Classic 350	2023	Rs. 	500000.0	346		Cruiser	1,900 km	Like new
1678	 Honda XR 190L	2020	Rs. 	500000.0	185		Dirt	50 km	Used
1679	 Yamaha MT-15	2024	Rs. 	500000.0	155		Sports Naked	0 km	Used
1680	 Cross X 250R	2021	Rs. 	500000.0	250		Dirt	0 km	Used
1681	 Yamaha R15M	2023	Rs. 	500000.0	155		Sports	8,500 km	
1682	 Royal Enfield Bullet 350	2023	Rs. 	500000.0	346		Cruiser	1,200 km	Used
1683	 Royal Enfield Meteor 350	2022	Rs. 	500000.0	349		Cruiser	11,000 km	Used
1684	 Jawa Yezdi Forty Two	2021	Rs. 	500000.0	293		Cruiser	14,400 km	Used
1685	 Bajaj NS 400	2024	Rs. 	500000.0	373		Sports Naked	3,400 km	Used
1686	 KTM Duke 250	2021	Rs. 	500000.0	249		Sports Naked	16,470 km	Brand new
1687	 Royal Enfield Classic 350	2024	Rs. 	500000.0	346		Cruiser	5,200 km	Used
1688	 Royal Enfield Bullet 350	2021	Rs. 	500000.0	346		Cruiser	11,500 km	Brand new
1689	 Crossfire HJ 250	2022	Rs. 	505000.0	250		Dirt	9,000 km	Used
1690	 Yamaha R15M	2023	Rs. 	510000.0	155		Sports	5,225 km	Like new
1691	 Royal Enfield Classic 350	2022	Rs. 	510000.0	346		Cruiser	2,100 km	Used
1692	 Yamaha MT-15	2023	Rs. 	514900.0	155		Sports Naked	0 km	Like new
1693	 Royal Enfield Scram 411	2023	Rs. 	520000.0	411		Touring	10,000 km	Brand new
1694	 KTM Adventure 250	2023	Rs. 	520000.0	249		Touring	16,000 km	Like new
1695	 Royal Enfield Classic 350	2024	Rs. 	520000.0	346		Cruiser	7,000 km	Like new
1696	 Bajaj NS 400	2024	Rs. 	520000.0	373		Sports Naked	1,900 km	Like new
1697	 Royal Enfield Classic 350	2024	Rs. 	524700.0	346		Cruiser	0 km	Brand new
1698	 KTM RC 200	2021	Rs. 	525000.0	200		Sports	9,000 km	Brand new
1699	 Honda CBR 250R	2019	Rs. 	525000.0	250		Sports	17,404 km	Used
1700	 KTM Duke 200	2024	Rs. 	530000.0	200		Sports Naked	525 km	Used
1701	 Royal Enfield Meteor 350	2021	Rs. 	530000.0	349		Cruiser	5,000 km	Brand new
1702	 Bajaj Dominar 250	2023	Rs. 	549900.0	249		Cruiser	0 km	
1703	 Royal Enfield Bullet 350	2021	Rs. 	549999.0	346		Cruiser	20,000 km	Brand new
1704	 Royal Enfield Classic 350	2021	Rs. 	549999.0	346		Cruiser	16,500 km	Like new
1705	 Royal Enfield Classic 350	2021	Rs. 	549999.0	346		Cruiser	20,000 km	Like new
1706	 Royal Enfield Bullet 350	2024	Rs. 	550000.0	346		Cruiser	300 km	Like new
1707	 Royal Enfield Bullet 350	2022	Rs. 	550000.0	346		Cruiser	5,600 km	Like new
1708	 KTM Duke 200	2024	Rs. 	550000.0	200		Sports Naked	600 km	Used
1709	 Royal Enfield Classic 350	2024	Rs. 	555000.0	346		Cruiser	0 km	Brand new
1710	 Royal Enfield Meteor 350	2024	Rs. 	555000.0	349		Cruiser	0 km	Brand new
1711	 KTM Duke 200	2021	Rs. 	560000.0	200		Sports Naked	10,900 km	Brand new
1712	 Cross X 250SE Motard	2018	Rs. 	560000.0	250		Dirt	13,000 km	Used
1713	 Royal Enfield Classic 350	2024	Rs. 	560100.0	346		Cruiser	0 km	Used
1714	 Royal Enfield Meteor 350	2024	Rs. 	560100.0	349		Cruiser	0 km	Brand new
1715	 KTM Duke 200	2023	Rs. 	564900.0	200		Sports Naked	0 km	Brand new
1716	 KTM Duke 200	2024	Rs. 	570000.0	200		Sports Naked	21 km	Brand new
1717	 Royal Enfield Meteor 350	2024	Rs. 	570200.0	349		Cruiser	0 km	Brand new
1718	 Crossfire HJ 250	2021	Rs. 	579999.0	250		Dirt	2,400 km	Brand new
1719	 Yamaha R15 V4	2023	Rs. 	580000.0	155		Sports	1,100 km	Like new
1720	 Cross X 250R	2022	Rs. 	590000.0	250		Dirt	1,500 km	Used
1721	 Zontes ZT 155 U1	2023	Rs. 	599900.0	155		Commuter	0 km	Used
1722	 Bajaj Dominar 400	2023	Rs. 	599900.0	400		Sports	0 km	Brand new
1723	 Honda XR 190L	2023	Rs. 	600000.0	185		Dirt	9,200 km	
1724	 Honda XR 190L	2023	Rs. 	600000.0	185		Dirt	9,200 km	Used
1725	 Crossfire RM 250	2022	Rs. 	625000.0	250		Dirt	10,000 km	Used
1726	 Honda XR 150L	2023	Rs. 	649900.0	150		Dirt	0 km	Used
1727	 BMW G 310 R	2022	Rs. 	650000.0	313		Sports Naked	12,000 km	Brand new
1728	 TVS Apache RR 310	2021	Rs. 	650000.0	313		Sports	1,400 km	Used
1729	 KTM Adventure 250	2023	Rs. 	650000.0	249		Touring	2,000 km	Brand new
1730	 KTM RC 390	2021	Rs. 	650000.0	373		Sports	17,000 km	Used
1731	 KTM Adventure 250	2023	Rs. 	650000.0	249		Touring	3,650 km	Used
1732	 Royal Enfield Scram 411	2024	Rs. 	666500.0	411		Touring	0 km	Used
1733	 KTM Duke 250	2024	Rs. 	670000.0	249		Sports Naked	4,200 km	Brand new
1734	 Jawa Yezdi Forty Two	2021	Rs. 	673000.0	293		Cruiser	0 km	Like new
1735	 Jawa Yezdi Forty Two	2021	Rs. 	673000.0	293		Cruiser	0 km	Brand new
1736	 KTM RC 200	2023	Rs. 	674900.0	200		Sports	0 km	Brand new
1737	 KTM Duke 250	2024	Rs. 	685000.0	249		Sports Naked	600 km	Brand new
1738	 Honda CB350 RS	2021	Rs. 	690000.0	349		Sports Naked	18,000 km	Used
1739	 Crossfire HJ 250	2023	Rs. 	699000.0	250		Dirt	0 km	Like new
1740	 KTM Adventure 250	2022	Rs. 	700000.0	249		Touring	7,000 km	Brand new
1741	 KTM Adventure 250	2023	Rs. 	709900.0	249		Touring	0 km	Used
1742	 Benelli 302S	2021	Rs. 	715000.0	300		Sports Naked	7,200 km	Brand new
1743	 Honda CB350 RS	2021	Rs. 	725000.0	349		Sports Naked	8,000 km	Used
1744	 Benelli 302S	2021	Rs. 	730000.0	300		Sports Naked	12,000 km	
1745	 KTM Duke 390	2024	Rs. 	750000.0	373		Sports Naked	4,500 km	Used
1746	 BMW G 310 R	2019	Rs. 	765000.0	313		Sports Naked	5,000 km	Like new
1747	 Honda XR 190L	2023	Rs. 	769900.0	185		Dirt	0 km	Used
1748	 KTM Duke 250	2023	Rs. 	784900.0	249		Sports Naked	0 km	Brand new
1749	 Crossfire RM 250	2023	Rs. 	799900.0	250		Dirt	0 km	Brand new
1750	 KTM Adventure 390	2021	Rs. 	800000.0	373		Touring	25,000 km	Brand new
1751	 Jawa Yezdi Perak	2021	Rs. 	820000.0	334		Cruiser	0 km	Like new
1752	 KTM Duke 390	2024	Rs. 	850000.0	373		Sports Naked	1,400 km	Brand new
1753	 Zontes T310	2023	Rs. 	899900.0	312		Touring	0 km	Like new
1754	 AIMA Mine Plus	2025	Rs. 	900000.0		3,000 	Scooter	0 km	Brand new
1755	 Jawa Yezdi Roadster	2023	Rs. 	925000.0	334		Cruiser	0 km	Like new
1756	 KTM Duke 390	2023	Rs. 	930000.0	373		Sports Naked	200 km	Brand new
1757	 Benelli 302S	2022	Rs. 	950000.0	300		Sports Naked	0 km	Brand new
1758	 Benelli Leoncino 500	2017	Rs. 	950000.0	500		Scrambler	30,000 km	Used
1759	 Jawa Yezdi Scrambler	2023	Rs. 	956000.0	334		Scrambler	0 km	Used
1760	 Jawa Yezdi Adventure	2023	Rs. 	998000.0	334		Touring	0 km	Brand new
1761	 Zontes T350	2023	Rs. 	1099900.0	348		Touring	0 km	Brand new
1762	 Bajaj Pulsar NS 200	2016	Rs. 	1200000.0	200		Sports Naked	85,000 km	Brand new
1763	 Honda CRF250L	2019	Rs. 	1245000.0	249		Dirt	0 km	Used
1764	 Honda CRF250 Rally	2017	Rs. 	1325000.0	249		Dirt	0 km	Used
1765	 Suzuki GSXR 600 K4	2004	Rs. 	1500000.0	599		Sports	23,000 km	
1766	 Suzuki GSXR 600 K4	2022	Rs. 	2500000.0	599		Sports	5,000 km	Used
1767	 Ducati Hypermotard 796	2023	Rs. 	2700000.0	803		Sports Naked	50,000 km	Brand new
1768	 Honda CRF300 Rally	2021	Rs. 	2700000.0	286		Dirt	6,500 km	Like new
1769	 Ducati Scrambler Icon	2020	Rs. 	2700000.0	803		Scrambler	15,000 km	Used
